feature_id,name,category,aliases,first_seen_year,description,difficulty,default_rarity
FEAT-00202,F1-Score,Metric,"F1, F-Measure, F1 Score, Macro F1, Micro F1",1992,Harmonic mean of precision and recall for classification evaluation.,,0.5
FEAT-00203,Accuracy,Metric,"Classification Accuracy, Top-1 Accuracy, Top-5 Accuracy",1955,Proportion of correct predictions to total predictions.,,0.5
FEAT-00204,Precision,Metric,"Positive Predictive Value, PPV",1955,Ratio of true positives to all predicted positives.,,0.5
FEAT-00205,Recall,Metric,"Sensitivity, True Positive Rate, TPR",1955,Ratio of true positives to all actual positives.,,0.5
FEAT-00206,AUC-ROC,Metric,"ROC Curve, AUC, AUROC",1975,Area under the receiver operating characteristic curve.,,0.5
FEAT-00207,Mean Average Precision,Metric,"mAP, mAP@50, mAP@0.5:0.95",2006,Average detection accuracy over multiple IoU thresholds used in COCO benchmark.,,0.5
FEAT-00208,BLEU Score,Metric,"BLEU, Bilingual Evaluation Understudy",2002,N-gram overlap metric for evaluating machine translation quality.,,0.5
FEAT-00209,ROUGE,Metric,"ROUGE-L, ROUGE-1, ROUGE-2",2004,Recall-oriented metric set for automatic summarization evaluation.,,0.5
FEAT-00210,Intersection over Union,Metric,"IoU, Jaccard Index, mIoU",1901,Overlap measure between predicted and ground truth bounding boxes/masks.,,0.5
FEAT-00211,Mean Squared Error,Metric,"MSE, RMSE, Root Mean Squared Error, MAE",1900,Average squared difference between predictions and actual values.,,0.5
FEAT-00212,Perplexity,Metric,"PPL, Language Model Perplexity",1977,Measure of how well a language model predicts a text sample.,,0.5
FEAT-00213,FID Score,Metric,"Frechet Inception Distance, FID",2017,Quality metric for generative models comparing feature distributions.,,0.5
FEAT-00214,Latency,Metric,"Inference Latency, Response Time, FPS",1950,Time taken for a model to process one input and return an output.,,0.5
FEAT-00215,Specificity,Metric,"True Negative Rate, TNR",1955,Proportion of true negatives correctly identified.,,0.5
FEAT-00216,Feature Engineering,Algorithm,"Feature Extraction, Feature Selection, URL Feature Extraction",1990,Creating informative input features from raw data for ML models.,,0.5
FEAT-00217,URL Classification,Application,"Web URL Analysis, Malicious URL Classification, Blacklist Alternative",2007,Classifying web URLs as benign or malicious using ML features.,,0.5
FEAT-00218,Kabaddi Analytics,Application,"Kabaddi AI, Midline Crossing Detection",2020,AI-based player tracking and rule-violation detection in Kabaddi.,,0.5
FEAT-00219,TI-RADS,Algorithm,"Thyroid Imaging Reporting and Data System, ACR TI-RADS",2017,Grading system for thyroid nodule risk from ultrasound imaging.,,0.5
FEAT-00220,Deep Learning,Algorithm,"DL, Neural Network, Deep Neural Network, DNN",2006,Multi-layer neural networks learning hierarchical feature representations.,,0.5
FEAT-00221,Data Augmentation,Algorithm,"Image Augmentation, Synthetic Augmentation",1980,Artificially increasing dataset size by transforming existing samples.,,0.5
FEAT-00222,Knowledge Distillation,Algorithm,"Model Compression, Teacher-Student Distillation, Pruning",2006,Compressing a large model into a smaller one by transferring knowledge.,,0.5
FEAT-00223,Contrastive Learning,Algorithm,"Self-Supervised Learning, CLIP, DINO, MoCo",2005,Self-supervised learning comparing positive and negative sample pairs.,,0.5
FEAT-00224,N-gram,Algorithm,"Unigram, Bigram, TF-IDF, Bag of Words, BoW",1948,Statistical text feature representing contiguous token sequences.,,0.5
FEAT-00225,Node Classification,Algorithm,Graph Node Classification,2016,Predicting labels for graph nodes using neighborhood aggregation.,,0.5
FEAT-00226,Link Prediction,Algorithm,"Edge Prediction, Relation Prediction",2003,Predicting the existence of edges in a graph.,,0.5
FEAT-00227,Cloud Computing,Technology,"AWS, GCP, Azure, Cloud Platform",2006,On-demand delivery of computing resources over the internet.,,0.5
FEAT-00228,Flask,Framework,"Flask API, Werkzeug",2010,Lightweight Python WSGI web framework for REST APIs.,,0.5
FEAT-00229,Flutter,Framework,"Flutter SDK, Dart UI",2018,Google UI toolkit for natively compiled multi-platform apps.,,0.5
FEAT-00230,React Native,Framework,"RN, Expo",2015,Facebook framework for native mobile apps using React.,,0.5
FEAT-00231,MIT-BIH Arrhythmia,Dataset,"MIT-BIH, ECG Arrhythmia Dataset",1980,Classic 48-record ECG dataset for arrhythmia classification.,,0.5
FEAT-00232,RAVDESS,Dataset,"Emotional Speech Dataset, Ryerson Audio-Visual Database",2018,24-actor emotional speech and song recording dataset.,,0.5
FEAT-00233,EfficientDet,Algorithm,"EfficientDet-D0, EfficientDet-D7",2020,Scalable efficient object detection model from Google Brain.,,0.5
FEAT-00234,Multimodal AI,Algorithm,"Multimodal Learning, Multimodal Fusion, Vision-Language Model",2017,"AI processing and fusing multiple modalities like text, image, audio.",,0.5
FEAT-00235,Class Activation Mapping,Algorithm,"CAM, Score-CAM, EigenCAM",2015,Visualization highlighting discriminative regions for CNN predictions.,,0.5
FEAT-00236,Spiking Neural Network,Algorithm,"SNN, Leaky Integrate-and-Fire, LIF Neuron, Neuromorphic Network",1952,Brain-inspired neural network communicating via discrete spike events.,,0.5
FEAT-00237,Spike-Timing Dependent Plasticity,Algorithm,"STDP, Hebbian Plasticity, Online Synaptic Learning",1997,Biological learning rule adjusting synaptic strength based on spike timing.,,0.5
FEAT-00238,Physics-Informed Neural Network,Algorithm,"PINN, Physics-constrained NN",2017,Neural network embedding physical equations as hard constraints in the loss.,,0.5
FEAT-00239,Attention Multiple Instance Learning,Algorithm,"AMIL, MIL, Attention MIL, Weakly Supervised MIL",2018,MIL aggregation using attention weights to highlight relevant instances.,,0.5
FEAT-00240,EarthquakeTransformer,Algorithm,"EQTransformer, Seismic Waveform Transformer",2020,Transformer architecture for seismic phase picking and event detection.,,0.5
FEAT-00241,GraphSAGE,Algorithm,"Graph Sample and Aggregate, Inductive GNN",2017,Inductive GNN aggregating sampled neighborhood features for unseen nodes.,,0.5
FEAT-00242,ByteTrack,Algorithm,"Byte Track, Multi-Object Tracking IoU",2021,High-performance multi-object tracking associating every detection box.,,0.5
FEAT-00243,Zero Noise Extrapolation,Algorithm,"ZNE, Quantum Error Mitigation",2017,Quantum error mitigation technique extrapolating to zero-noise limit.,,0.5
FEAT-00244,Expectation over Transformation,Algorithm,"EOT, Robust Adversarial Attack",2018,Adversarial attack robust to physical-world transformations.,,0.5
FEAT-00245,Randomized Smoothing,Algorithm,"Certified Robustness, Smooth Classifier",2019,Certifiably robust ML via Gaussian noise smoothing of predictions.,,0.5
FEAT-00246,Byzantine-Fault-Tolerant Aggregation,Algorithm,"BFT FL, ClippedFedMed, Coordinate-wise Median",2017,FL aggregation robust to corrupted or adversarial client updates.,,0.5
FEAT-00247,Membership Inference Attack,Algorithm,"MIA, Shadow Model Attack, Privacy Attack",2017,Attack inferring whether a data point was used in model training.,,0.5
FEAT-00248,Continual Learning,Algorithm,"Lifelong Learning, Catastrophic Forgetting Mitigation, EWC",1989,Learning new tasks without forgetting previously learned knowledge.,,0.5
FEAT-00249,DAG-GNN,Algorithm,"Directed Acyclic Graph GNN, NOTEARS GNN, Structure Learning GNN",2019,GNN for learning causal DAG structure from observational data.,,0.5
FEAT-00250,QMIX,Algorithm,"Monotonic Value Mixing, Cooperative Multi-Agent RL",2018,Multi-agent RL algorithm mixing per-agent Q-values monotonically for cooperative tasks.,,0.5
FEAT-00251,Stigmergy,Algorithm,"Digital Pheromone, Ant Colony Swarm Coordination",1959,"Indirect coordination mechanism via environmental modification (e.g., pheromone trails).",,0.5
FEAT-00252,Mel-Spectrogram,Algorithm,"Mel Spectrogram, MFCC, Mel-frequency Cepstral Coefficients",1980,Perceptually motivated time-frequency audio representation.,,0.5
FEAT-00253,Granger Causality,Algorithm,"Granger Causal Test, Predictive Causality",1969,Statistical test determining if one time series improves prediction of another.,,0.5
FEAT-00254,Intel Loihi,Hardware,"Intel Loihi 2, Neuromorphic Chip",2017,Intel's neuromorphic research chip supporting spiking neural networks.,,0.5
FEAT-00255,DVS Camera,Hardware,"Dynamic Vision Sensor, Event Camera, DAVIS346",2008,Neuromorphic camera emitting pixel-level events on brightness change.,,0.5
FEAT-00256,AD8232 ECG,Hardware,"AD8232, ECG Frontend IC",2013,Single-lead ECG analog front-end IC for heart rate and HRV measurement.,,0.5
FEAT-00257,Utah Array,Hardware,"Blackrock Utah Array, Cortical Electrode Array",1991,100-electrode silicon microelectrode array for chronic neural recording.,,0.5
FEAT-00258,Wacom Tablet,Hardware,"Digitizing Tablet, Pen Tablet",1983,Pressure-sensitive pen tablet capturing online handwriting kinematics.,,0.5
FEAT-00259,Intel NxSDK,Framework,"Lava Framework, Intel Neuromorphic SDK",2017,Intel SDK for programming Loihi neuromorphic chips.,,0.5
FEAT-00260,Flower FL,Framework,"flwr, Flower Federated Learning Framework",2020,Open-source framework for federated learning research and production.,,0.5
FEAT-00261,Open Quantum Safe,Framework,"liboqs, OQS, PQC Library",2016,Open-source library implementing NIST post-quantum cryptographic algorithms.,,0.5
FEAT-00262,ObsPy,Library,"Seismology Python, ObsPy Framework",2010,Python framework for seismological data processing and analysis.,,0.5
FEAT-00263,MNE-Python,Library,"MNE, EEG/MEG Analysis Library",2013,"Python library for EEG, MEG, and LFP electrophysiology data analysis.",,0.5
FEAT-00264,Rasterio,Library,"GDAL Python, Geospatial Raster IO",2012,"Python library for reading/writing geospatial raster data (GeoTIFF, NetCDF).",,0.5
FEAT-00265,DVS128 Gesture Dataset,Dataset,"DVS Gesture, Event Camera Gesture",2017,"DVS event camera dataset for hand gesture recognition (11 classes, 29 users).",,0.5
FEAT-00266,BEELINE,Dataset,"BEELINE Benchmark, Gene Regulatory Network Benchmark",2020,Benchmark for evaluating gene regulatory network inference algorithms.,,0.5
FEAT-00267,DAIC-WOZ,Dataset,Distress Analysis Interview Corpus,2014,Clinical interview corpus for depression and PTSD detection from speech.,,0.5
FEAT-00268,KaraOne,Dataset,Imagined Speech EEG Dataset,2014,EEG dataset of imagined and mimed speech for BCI research.,,0.5
FEAT-00269,STEAD,Dataset,Stanford Earthquake Dataset,2019,1.2M labeled seismic waveform dataset for earthquake detection ML.,,0.5
FEAT-00270,DRIVE,Dataset,Digital Retinal Images for Vessel Extraction,2004,40-image retinal fundus dataset for vessel segmentation evaluation.,,0.5
FEAT-00271,GTSRB,Dataset,German Traffic Sign Recognition Benchmark,2011,"51,839-image dataset for traffic sign recognition (43 classes).",,0.5
FEAT-00272,DementiaBank,Dataset,"Pitt Corpus, Cookie Theft Picture Description",1990,Clinical speech dataset for dementia and cognitive decline detection.,,0.5
FEAT-00273,GEER,Dataset,GEER Association Liquefaction Database,2010,Geotechnical earthquake reconnaissance database of liquefaction sites.,,0.5
FEAT-00274,Neuromorphic Computing,Application,"Brain-Inspired Computing, Neuromorphic AI",1990,Computing paradigm mimicking neural architecture for energy-efficient AI.,,0.5
FEAT-00275,Digital Pathology,Application,"Computational Pathology, Whole Slide Image Analysis, WSI Analysis",2000,AI analysis of digitized histopathology slides for cancer diagnosis.,,0.5
FEAT-00276,Brain-Computer Interface,Application,"BCI, Neural Interface, Brain Machine Interface",1973,Direct communication pathway between brain signals and external devices.,,0.5
FEAT-00277,Maritime Surveillance,Application,"Vessel Tracking, Dark Vessel Detection, AIS Monitoring",2004,AI monitoring of vessel trajectories to detect illegal maritime activity.,,0.5
FEAT-00278,Adversarial Robustness,Application,"Robust AI, AI Security, Adversarial Defense",2013,Methods making ML models resistant to adversarial perturbations.,,0.5
FEAT-00279,Privacy Auditing,Application,"ML Privacy Audit, Empirical Privacy Measurement",2017,Evaluating the actual privacy leakage of ML systems via attack simulations.,,0.5
FEAT-00280,Cohen's Kappa,Metric,"Cohen Kappa, Inter-rater Agreement, Kappa Score",1960,Agreement metric between raters accounting for chance agreement.,,0.5
FEAT-00281,Universal Dependency Score,Metric,"UAS, LAS, Dependency Parsing Score",1999,Unlabeled (UAS) and labeled (LAS) attachment scores for dependency parsing.,,0.5
FEAT-00282,OpenBCI Dataset,Dataset,"OpenBCI, EEG OpenBCI",2014,Biosensing and EEG signal datasets gathered via OpenBCI hardware.,Intermediate,0.4
FEAT-00283,WikiText-103,Dataset,"WikiText103, WikiText-2",2016,Large language modeling dataset containing over 100 million tokens extracted from Wikipedia.,Intermediate,0.4
FEAT-00284,LibriSpeech,Dataset,"LibriSpeech ASR corpus, Librispeech",2015,"Large-scale corpus of read English speech derived from audiobooks, used for automatic speech recognition (ASR).",Intermediate,0.4
FEAT-00285,CelebA,Dataset,"CelebFaces Attributes Dataset, CelebA Dataset",2015,Large-scale face attributes dataset with more than 200K celebrity images.,Intermediate,0.4
FEAT-00286,Cityscapes,Dataset,Cityscapes Dataset,2016,Large-scale dataset for semantic urban scene understanding and pixel-level segmentation.,Intermediate,0.4
FEAT-00287,LFW,Dataset,Labeled Faces in the Wild,2007,Database of face photographs designed for studying the problem of unconstrained face recognition.,Intermediate,0.4
FEAT-00288,IMDb Movie Reviews,Dataset,"IMDb dataset, IMDb Reviews",2011,"Binary sentiment classification dataset containing 50,000 highly polar movie reviews.",Intermediate,0.4
FEAT-00289,AG News,Dataset,"AG News Corpus, AGNews",2004,Classification dataset consisting of news articles categorized into four main topics.,Intermediate,0.4
FEAT-00290,DBpedia,Dataset,"DBpedia Dataset, DBpedia Ontology",2007,Structured dataset extracted from information created in various Wikimedia projects.,Intermediate,0.4
FEAT-00291,ADE20K,Dataset,"ADE20K Dataset, Scene Parsing ADE20K",2016,Large-scale image dataset annotated with dense labels for scene parsing and semantic segmentation.,Intermediate,0.4
FEAT-00292,Pascal VOC,Dataset,"PASCAL VOC 2012, VOC2012",2005,"Standardised dataset and evaluation system for image classification, object detection, and segmentation.",Intermediate,0.4
FEAT-00293,Yelp Reviews,Dataset,"Yelp Academic Dataset, Yelp Open Dataset",2013,Dataset containing millions of business reviews and merchant metadata for sentiment analysis.,Intermediate,0.4
FEAT-00294,WordNet,Dataset,WordNet Database,1995,"Large lexical database of English nouns, verbs, adjectives, and adverbs grouped into sets of cognitive synonyms.",Intermediate,0.4
FEAT-00295,ESC-50,Dataset,"ESC-50 Dataset, Environmental Sound Classification",2015,Curated collection of 2000 environmental audio recordings categorized into 50 functional classes.,Intermediate,0.4
FEAT-00296,FSD50K,Dataset,Freesound Dataset 50K,2020,"Large-scale dataset of human-labeled sound events containing over 50,000 audio clips under Creative Commons licenses.",Intermediate,0.4
FEAT-00297,UrbanSound8K,Dataset,UrbanSound,2014,Dataset containing 8732 labeled sound excerpts of urban noises from 10 classes.,Intermediate,0.4
FEAT-00298,MovieLens,Dataset,"MovieLens 100K, MovieLens 1M, MovieLens 20M",1998,Stable benchmark dataset for collaborative filtering and recommendation systems research.,Intermediate,0.4
FEAT-00299,DailyDialog,Dataset,DailyDialog Dataset,2017,High-quality multi-turn dialog dataset covering various daily topics with emotion annotations.,Intermediate,0.4
